epoch,loss,lr,val_loss
0,0.010890217568104465,0.0003,0.010218238824357588
1,0.010443650246701307,0.0003,0.010211203195154667
2,0.010337189833530122,0.0003,0.010020026524861654
3,0.010273323885475596,0.0003,0.010082736026495695
4,0.010234969082391925,0.0003,0.010214208263903856
5,0.010213296861077348,0.0003,0.00998194018130501
6,0.010204411044923796,0.0003,0.009962468884885311
7,0.010144510686397552,0.0003,0.009919907495379448
8,0.010174235244798992,0.0003,0.00995313689733545
9,0.010123191504014863,0.0003,0.009944999877363444
10,0.010134798208458556,0.0003,0.009979131028056145
11,0.010145207051601674,0.0003,0.009895862093816201
12,0.010082480980911189,0.0003,0.009892471225311358
13,0.010095867117452953,0.0003,0.009959416329860688
14,0.010090021243939797,0.0003,0.00986261498555541
15,0.010085256368749672,0.0003,0.009856985822319985
16,0.010057172727046742,0.0003,0.009935009106993676
17,0.010053496477504571,0.0003,0.009867996271699667
18,0.01004604900173015,0.0003,0.009863257847726344
19,0.010038916924968362,9.486834e-05,0.009826287710418304
20,0.009985163496186335,9.486834e-05,0.009818009254833062
21,0.010026253240389957,9.486834e-05,0.009814743621895711
22,0.009975774895606769,9.486834e-05,0.009811773974448443
23,0.009955129141401913,9.486834e-05,0.009801405341674884
24,0.009945045311210885,9.486834e-05,0.00981114395459493
25,0.009967939053351681,9.486834e-05,0.009815147499243419
26,0.010018827379784651,9.486834e-05,0.009798761028796434
27,0.00996666312797202,9.486834e-05,0.009809885838379462
28,0.009986913435575034,9.486834e-05,0.00977879261225462
29,0.009950030698337489,9.486834e-05,0.009828164873023827
30,0.009967814728410707,9.486834e-05,0.009781339336186648
31,0.009980693029446734,9.486834e-05,0.009786810408035914
32,0.009976408431099522,3.0000003e-05,0.00977946501225233
33,0.009940106912826499,3.0000003e-05,0.009776156595597664
34,0.009948494633038839,3.0000003e-05,0.009783577114343644
35,0.009930410026469164,3.0000003e-05,0.009773234955966473
36,0.009932212097363339,3.0000003e-05,0.009776605950047573
37,0.009934464934385484,3.0000003e-05,0.009773400315394004
38,0.009911187687888741,3.0000003e-05,0.009761147697766622
39,0.009959310399782326,3.0000003e-05,0.009764487917224566
40,0.009927943514039118,3.0000003e-05,0.009758773469676574
41,0.00991405210726791,3.0000003e-05,0.009778733999778827
42,0.009957362721984586,9.486834e-06,0.009758721979955831
43,0.009911291072145105,9.486834e-06,0.009760661382228137
44,0.00992638133176499,9.486834e-06,0.009759523183107376
45,0.009940114236954185,9.486834e-06,0.009757527397324642
46,0.0099569949246943,9.486834e-06,0.009766015614072482
47,0.009926674093637202,9.486834e-06,0.009758962910622358
48,0.00992194152975248,9.486834e-06,0.009756208833307028
49,0.00990404947164158,9.486834e-06,0.009754763135065635
50,0.009895802051242854,9.486834e-06,0.00976428221538663
51,0.009918356304988265,9.486834e-06,0.009771238571653764
52,0.00992068267841306,3.0000003e-06,0.009754650052636862
53,0.009925752716138958,3.0000003e-06,0.009754598492135605
54,0.009926580398860905,3.0000003e-06,0.00975565209488074
55,0.00992591856378648,3.0000003e-06,0.009754666294902563
56,0.00993651959237953,3.0000003e-06,0.009765943206846714
57,0.009899440971306628,3.0000003e-06,0.009752775895098846
58,0.009951022503483627,3.0000003e-06,0.00975827481970191
59,0.009912639982998371,3.0000003e-06,0.009756988350301981
60,0.009917592716506786,3.0000003e-06,0.009756261885166168
61,0.009926051491871476,3.0000003e-06,0.009756897753725449
62,0.009905046958062384,2e-06,0.009758501475056013
63,0.009912189504545596,2e-06,0.009756482002635796
64,0.009912751714181569,2e-06,0.009758414470901092
65,0.009924091417549385,2e-06,0.009757540309180817
66,0.00992725856250359,2e-06,0.009755897657324871
67,0.0099207968916744,2e-06,0.009756976456691822
68,0.009914851084972422,2e-06,0.009756158790240685
69,0.009926643537357449,2e-06,0.009756451091418664
70,0.009938630205268662,2e-06,0.009756068035960198
71,0.009946539915477236,2e-06,0.009758131967236598
72,0.009905702265186443,2e-06,0.009757643841207028
73,0.009935928753473693,2e-06,0.009756099155793587
74,0.009930638990468449,2e-06,0.009755363393574953
75,0.00992891388386488,2e-06,0.009760596714913845
76,0.009934471590858366,2e-06,0.009755433109899361
77,0.009942362392321229,2e-06,0.009759156592190265
78,0.00993201635633078,2e-06,0.009755144463231166
79,0.009923727448822724,2e-06,0.009757549237459898
80,0.00992779779786037,2e-06,0.00975685436775287
81,0.009911207714014584,2e-06,0.009757187978674968
82,0.009942863362944789,2e-06,0.00975612585246563
83,0.00991794942960971,2e-06,0.009754885865996281
84,0.00992745022703376,2e-06,0.009755257803946734
85,0.00992183776655131,2e-06,0.009757280594358842
86,0.009925019849298729,2e-06,0.009758385801066955
87,0.009903679113214214,2e-06,0.009760368158419927
88,0.009949864656974871,2e-06,0.009755772086481254
89,0.009912689981775151,2e-06,0.009755345121026038
90,0.009929607298639086,2e-06,0.009758162406583627
91,0.009886577853726016,2e-06,0.009755521811544895
92,0.009918281216174364,2e-06,0.00975563882663846
93,0.009935532754080163,2e-06,0.009755947776138783
94,0.009926727728090352,2e-06,0.009754887426892917
95,0.009922116263045205,2e-06,0.009756503313779832
96,0.009898178302993377,2e-06,0.009757474012672901
97,0.009907253375690844,2e-06,0.0097539605970184
98,0.009911939192149374,2e-06,0.00975502202908198
99,0.009897369393457969,2e-06,0.009756001769254605
