epoch,loss,lr,val_loss
0,0.01101445692529281,0.0003,0.01027880934253335
1,0.010535252084334692,0.0003,0.010293138300379118
2,0.010384047160132064,0.0003,0.010072380368908247
3,0.010337961612062322,0.0003,0.010037302702665328
4,0.01028351785739263,0.0003,0.00996433337777853
5,0.010314207943984204,0.0003,0.009941662530104318
6,0.01022477484618624,0.0003,0.009993236854672433
7,0.010225390736220611,0.0003,0.009915526705483596
8,0.01021966229317089,0.0003,0.00992758247256279
9,0.010229355196985934,0.0003,0.009891864721973736
10,0.01020381479544772,0.0003,0.009871308840811253
11,0.010184647828754452,0.0003,0.009875672172755003
12,0.010141541238046354,0.0003,0.009865240387618542
13,0.010130517399145497,0.0003,0.009865309206147988
14,0.010148643137473198,0.0003,0.009885391016801198
15,0.010093002211509479,0.0003,0.009863188572227954
16,0.010148910787163509,0.0003,0.009882423562308153
17,0.010144914403143857,0.0003,0.009911556894580523
18,0.010119574782955977,0.0003,0.00981674769272407
19,0.010124260448540251,0.0003,0.009838213993857304
20,0.010110552161931992,0.0003,0.009786240761478743
21,0.010072944583992164,0.0003,0.009811125464737416
22,0.010116912695889671,0.0003,0.00983023455242316
23,0.010098840263982613,0.0003,0.00991928756982088
24,0.010105399102386501,0.0003,0.009879267727335293
25,0.010122329442037477,0.0003,0.009812393369774023
26,0.010111536278285914,0.0003,0.009841959533592065
27,0.010033956322818994,9.486834e-05,0.009744144074618816
28,0.010003813134092423,9.486834e-05,0.0097379666728278
29,0.010004546234384178,9.486834e-05,0.009739177209635576
30,0.010002979447237319,9.486834e-05,0.009756168431291977
31,0.01002754074976676,9.486834e-05,0.009729834875712792
32,0.009975990991832481,9.486834e-05,0.009737948319564264
33,0.010013213569505347,9.486834e-05,0.009717046257108449
34,0.00999439501017332,9.486834e-05,0.009728428442031145
35,0.00998468042910099,9.486834e-05,0.00974569632858038
36,0.010011819296826919,9.486834e-05,0.009742206836740175
37,0.009999017763468954,9.486834e-05,0.009767429493367672
38,0.010021050040506654,9.486834e-05,0.009724041237185399
39,0.009958471847491131,3.0000003e-05,0.009720560497293869
40,0.009963014516358575,3.0000003e-05,0.009718129688253006
41,0.010009762872838312,3.0000003e-05,0.009732126018653314
42,0.009964755290084415,3.0000003e-05,0.009722641581048568
43,0.00997507764502532,3.0000003e-05,0.009700670946389437
44,0.009964048764978846,3.0000003e-05,0.009692112661898136
45,0.009981813362696105,3.0000003e-05,0.009706403492639463
46,0.009997707485738729,3.0000003e-05,0.009715217666079601
47,0.009969010633726915,3.0000003e-05,0.009727862606445948
48,0.009936316113298139,3.0000003e-05,0.009707247000187635
49,0.009980175112270647,9.486834e-06,0.009697102674593528
50,0.009977697441768315,9.486834e-06,0.009704552962134282
51,0.009972227586847213,9.486834e-06,0.009706190444529056
52,0.009981698833612933,9.486834e-06,0.009702972513933976
53,0.009960289139300586,9.486834e-06,0.009700096433361371
54,0.009974838656476801,9.486834e-06,0.009701442620406548
55,0.009937347629004055,9.486834e-06,0.00969839601467053
56,0.009969731649590863,9.486834e-06,0.00969823949287335
57,0.009976163355219695,9.486834e-06,0.009701816118011871
58,0.009977772428964575,9.486834e-06,0.00969430181135734
59,0.009980985751789477,3.0000003e-06,0.009693655828634897
60,0.010004585452584756,3.0000003e-06,0.009697655561069647
61,0.009941636321652268,3.0000003e-06,0.009693499301870663
62,0.009948208894373643,3.0000003e-06,0.009699520909537872
63,0.009960944464223253,3.0000003e-06,0.009696579406658808
64,0.009931210183641976,3.0000003e-06,0.00969789045676589
65,0.009975963365286588,3.0000003e-06,0.009697476707398891
66,0.009957122867306073,3.0000003e-06,0.009696677830070256
67,0.009978673027621374,3.0000003e-06,0.009698400272677342
68,0.009942056886230906,3.0000003e-06,0.009694974261025587
69,0.009959573975660736,2e-06,0.009697118030240138
70,0.009927534117466873,2e-06,0.009691663303722937
71,0.009970064284279942,2e-06,0.009696245346218348
72,0.009952242300328281,2e-06,0.009696279803911845
73,0.009963610169995162,2e-06,0.009696784940858683
74,0.009939211891550156,2e-06,0.009695040834446748
75,0.009941132139621509,2e-06,0.009691407000025113
76,0.009928199117175407,2e-06,0.009695023484528064
77,0.009972669396963384,2e-06,0.0096967687420547
78,0.00996689569991496,2e-06,0.009698639987657468
79,0.009963150577826633,2e-06,0.009692537114024163
80,0.009943058430320686,2e-06,0.00969201256458958
81,0.009954271583093538,2e-06,0.009695725018779437
82,0.00994031137579845,2e-06,0.009690952338278293
83,0.009946161596104503,2e-06,0.009696809774885575
84,0.009949022892448638,2e-06,0.009689660535504421
85,0.009944328441595037,2e-06,0.009691677177945774
86,0.009932717284808556,2e-06,0.009693937217195829
87,0.009979338057960073,2e-06,0.009697039730846882
88,0.00995222936053243,2e-06,0.009693345241248607
89,0.009977830907536877,2e-06,0.009696138195693493
90,0.009939648250117897,2e-06,0.009689449129005273
91,0.009950307222704093,2e-06,0.009692957124362389
92,0.009969792276206944,2e-06,0.009697126192351182
93,0.009959203774316444,2e-06,0.009696619898080825
94,0.009961547249307236,2e-06,0.009694374304264784
95,0.009973305348513855,2e-06,0.009693090710788966
96,0.009941110267407365,2e-06,0.009694250029822191
97,0.009960732541771398,2e-06,0.009693355742841959
98,0.009956825104852518,2e-06,0.009693895885099967
99,0.009976725828523438,2e-06,0.009692829258739948
